masterOrderID,price,payment,change,staffID,ReportID,TableNo,checkoutTime,checkoutDate
193,25,25,0,1,2,T19,10:12:59,2017-11-07
194,56,56,0,3,2,T2,10:14:57,2017-11-07
195,180,180,0,7,2,T4,10:15:17,2017-11-07
196,15,15,0,7,2,T7,10:22:56,2017-11-07
197,48,48,0,1,2,T16,10:24:03,2017-11-07
198,30,30,0,2,2,T2,10:24:34,2017-11-07
199,102,102,0,1,2,T8,10:24:48,2017-11-07
200,18,18,0,3,2,T13,10:27:26,2017-11-07
201,10,10,0,2,2,T8,10:31:02,2017-11-07
202,100,100,0,3,2,T13,10:32:20,2017-11-07
203,45,45,0,3,2,T4,10:37:54,2017-11-07
204,20,20,0,3,2,T14,10:39:48,2017-11-07
205,22,22,0,8,2,T17,10:43:32,2017-11-07
206,42,42,0,1,2,T7,10:51:10,2017-11-07
207,10,10,0,1,2,T12,10:57:22,2017-11-07
208,100,100,0,7,2,T1,11:00:11,2017-11-07
209,40,40,0,7,2,T7,11:07:28,2017-11-07
210,28,28,0,7,2,T14,11:10:52,2017-11-07
211,93,93,0,2,2,T3,11:15:25,2017-11-07
212,20,20,0,3,2,T4,11:19:27,2017-11-07
213,48,48,0,8,2,T20,11:23:29,2017-11-07
214,22,22,0,3,2,T19,11:24:15,2017-11-07
215,89,89,0,8,2,T18,11:27:48,2017-11-07
216,135,135,0,1,2,T19,11:31:17,2017-11-07
217,13,13,0,1,2,T18,11:31:44,2017-11-07
218,13,13,0,2,2,T1,11:36:34,2017-11-07
219,35,35,0,8,2,T10,11:37:07,2017-11-07
220,118,118,0,8,2,T8,11:38:10,2017-11-07
221,46,46,0,3,2,T20,11:45:46,2017-11-07
222,145,145,0,7,2,T20,11:53:06,2017-11-07
223,22,22,0,3,2,T2,11:56:24,2017-11-07
224,12,12,0,2,2,T2,12:11:31,2017-11-07
225,10,10,0,3,2,T9,12:13:43,2017-11-07
226,30,30,0,3,2,T19,12:18:05,2017-11-07
227,24,24,0,1,2,T11,12:21:16,2017-11-07
228,60,60,0,1,2,T7,12:26:04,2017-11-07
229,135,135,0,1,2,T4,12:29:06,2017-11-07
230,40,40,0,1,2,T1,12:31:50,2017-11-07
231,180,180,0,8,2,T5,12:39:42,2017-11-07
232,58,58,0,2,2,T2,12:42:19,2017-11-07
233,33,33,0,3,2,T11,12:47:58,2017-11-07
234,31,31,0,7,2,T12,12:53:07,2017-11-07
235,200,200,0,2,2,T6,12:55:12,2017-11-07
236,53,53,0,7,2,T1,12:57:28,2017-11-07
237,70,70,0,2,2,T16,12:58:24,2017-11-07
238,37,37,0,2,2,T19,12:58:47,2017-11-07
239,100,100,0,7,2,T16,13:03:09,2017-11-07
240,12,12,0,7,2,T17,13:03:13,2017-11-07
241,24,24,0,1,2,T17,13:03:59,2017-11-07
242,57,57,0,2,2,T12,13:08:18,2017-11-07
243,16,16,0,3,2,T7,13:09:13,2017-11-07
244,96,96,0,7,2,T9,13:20:50,2017-11-07
245,120,120,0,3,2,T1,13:28:01,2017-11-07
246,24,24,0,8,2,T1,13:35:28,2017-11-07
247,46,46,0,3,2,T2,13:40:53,2017-11-07
248,38,38,0,8,2,T18,13:41:59,2017-11-07
249,118,118,0,8,2,T6,13:50:09,2017-11-07
250,25,25,0,3,2,T8,13:52:26,2017-11-07
251,198,198,0,8,2,T17,13:54:47,2017-11-07
252,218,218,0,2,2,T6,13:56:49,2017-11-07
253,25,25,0,7,2,T16,13:58:22,2017-11-07
254,123,123,0,1,2,T14,14:00:11,2017-11-07
255,12,12,0,7,2,T9,14:03:51,2017-11-07
256,28,28,0,2,2,T10,14:04:24,2017-11-07
257,200,200,0,7,2,T14,14:04:56,2017-11-07
258,32,32,0,3,2,T15,14:06:17,2017-11-07
259,25,25,0,2,2,T18,14:15:31,2017-11-07
260,50,50,0,1,2,T9,14:15:40,2017-11-07
261,35,35,0,2,2,T4,14:21:39,2017-11-07
262,95,95,0,2,2,T4,14:22:58,2017-11-07
263,12,12,0,2,2,T11,14:27:05,2017-11-07
264,39,39,0,3,2,T9,14:28:16,2017-11-07
265,140,140,0,7,2,T18,14:33:25,2017-11-07
266,35,35,0,2,2,T11,14:38:28,2017-11-07
267,73,73,0,8,2,T12,14:39:23,2017-11-07
268,115,115,0,8,2,T4,14:44:35,2017-11-07
269,22,22,0,8,2,T1,14:46:45,2017-11-07
270,148,148,0,2,2,T14,14:52:37,2017-11-07
271,50,50,0,8,2,T13,15:03:20,2017-11-07
272,40,40,0,2,2,T9,15:08:45,2017-11-07
273,51,51,0,8,2,T19,15:09:45,2017-11-07
274,10,10,0,3,2,T1,15:11:28,2017-11-07
275,128,128,0,8,2,T17,15:12:06,2017-11-07
276,10,10,0,7,2,T12,15:14:40,2017-11-07
277,56,56,0,7,2,T7,15:15:12,2017-11-07
278,18,18,0,3,2,T18,15:16:10,2017-11-07
279,15,15,0,8,2,T7,15:16:30,2017-11-07
280,18,18,0,2,2,T9,15:19:30,2017-11-07
281,70,70,0,8,2,T4,15:21:35,2017-11-07
282,28,28,0,1,2,T9,15:23:12,2017-11-07
283,103,103,0,7,2,T11,15:23:56,2017-11-07
284,15,15,0,3,2,T17,15:24:02,2017-11-07
285,90,90,0,3,2,T1,15:24:51,2017-11-07
286,25,25,0,3,2,T10,15:25:19,2017-11-07
287,110,110,0,2,2,T4,15:35:28,2017-11-07
288,112,112,0,2,2,T10,15:35:41,2017-11-07
289,180,180,0,2,2,T2,15:37:52,2017-11-07
290,37,37,0,3,2,T13,15:39:21,2017-11-07
291,25,25,0,3,2,T14,15:39:26,2017-11-07
292,60,60,0,7,2,T13,16:00:03,2017-11-07
293,38,38,0,2,2,T13,16:03:07,2017-11-07
294,130,130,0,1,2,T2,16:14:58,2017-11-07
295,20,20,0,3,2,T14,16:16:20,2017-11-07
296,47,47,0,8,2,T4,16:25:25,2017-11-07
297,30,30,0,1,2,T2,16:25:38,2017-11-07
298,18,18,0,1,2,T15,16:26:13,2017-11-07
299,49,49,0,2,2,T12,16:28:25,2017-11-07
300,43,43,0,2,2,T3,16:35:26,2017-11-07
301,20,20,0,8,2,T20,16:35:37,2017-11-07
302,12,12,0,7,2,T11,16:38:20,2017-11-07
303,129,129,0,1,2,T5,16:45:04,2017-11-07
304,15,15,0,7,2,T20,16:47:31,2017-11-07
305,10,10,0,7,2,T16,16:47:46,2017-11-07
306,128,128,0,1,2,T17,16:50:41,2017-11-07
307,67,67,0,3,2,T12,16:52:38,2017-11-07
308,90,90,0,2,2,T16,16:53:43,2017-11-07
309,30,30,0,1,2,T1,16:58:12,2017-11-07
310,30,30,0,8,2,T6,16:58:50,2017-11-07
311,100,100,0,1,2,T9,16:59:47,2017-11-07
312,120,120,0,3,2,T18,17:02:32,2017-11-07
313,105,105,0,8,2,T11,17:06:50,2017-11-07
314,14,14,0,3,2,T11,17:09:37,2017-11-07
315,30,30,0,7,2,T16,17:10:51,2017-11-07
316,60,60,0,3,2,T2,17:12:41,2017-11-07
317,140,140,0,8,2,T12,17:19:30,2017-11-07
318,180,180,0,2,2,T9,17:20:04,2017-11-07
319,108,108,0,7,2,T12,17:22:25,2017-11-07
320,43,43,0,2,2,T7,17:29:21,2017-11-07
321,36,36,0,8,2,T2,17:29:45,2017-11-07
322,49,49,0,8,2,T9,17:34:46,2017-11-07
323,70,70,0,8,2,T9,17:41:27,2017-11-07
324,42,42,0,2,2,T5,17:52:19,2017-11-07
325,40,40,0,1,2,T7,17:52:30,2017-11-07
326,62,62,0,1,2,T17,17:52:43,2017-11-07
327,130,130,0,7,2,T5,18:04:55,2017-11-07
328,20,20,0,3,2,T9,18:17:12,2017-11-07
329,160,160,0,2,2,T11,18:20:40,2017-11-07
330,27,27,0,7,2,T9,18:21:32,2017-11-07
331,134,134,0,3,2,T15,18:26:36,2017-11-07
332,130,130,0,8,2,T9,18:27:20,2017-11-07
333,15,15,0,3,2,T17,18:27:38,2017-11-07
334,13,13,0,3,2,T6,18:28:58,2017-11-07
335,15,15,0,8,2,T7,18:29:16,2017-11-07
336,122,122,0,3,2,T7,18:33:51,2017-11-07
337,50,50,0,2,2,T16,18:34:54,2017-11-07
338,43,43,0,1,2,T8,18:36:26,2017-11-07
339,40,40,0,2,2,T1,18:50:58,2017-11-07
340,42,42,0,3,2,T1,18:53:09,2017-11-07
341,10,10,0,2,2,T16,18:56:45,2017-11-07
342,120,120,0,8,2,T17,18:58:23,2017-11-07
343,22,22,0,2,2,T17,19:02:21,2017-11-07
344,25,25,0,8,2,T14,19:02:23,2017-11-07
345,102,102,0,7,2,T2,19:08:33,2017-11-07
346,30,30,0,2,2,T12,19:11:32,2017-11-07
347,80,80,0,1,2,T6,19:15:43,2017-11-07
348,53,53,0,7,2,T20,19:16:49,2017-11-07
349,37,37,0,1,2,T12,19:17:43,2017-11-07
350,117,117,0,2,2,T17,19:22:11,2017-11-07
351,50,50,0,3,2,T4,19:25:44,2017-11-07
352,40,40,0,3,2,T17,19:25:44,2017-11-07
353,104,104,0,3,2,T15,19:29:38,2017-11-07
354,56,56,0,8,2,T12,19:29:55,2017-11-07
355,25,25,0,1,2,T7,19:34:16,2017-11-07
356,186,186,0,1,2,T14,19:36:05,2017-11-07
357,15,15,0,3,2,T20,19:45:10,2017-11-07
358,90,90,0,1,2,T9,19:47:34,2017-11-07
359,117,117,0,3,2,T9,19:48:09,2017-11-07
360,20,20,0,8,2,T3,19:50:29,2017-11-07
361,10,10,0,8,2,T20,19:58:37,2017-11-07
362,40,40,0,1,2,T15,20:02:48,2017-11-07
363,46,46,0,1,2,T15,20:08:07,2017-11-07
364,10,10,0,2,2,T13,20:09:41,2017-11-07
365,15,15,0,8,2,T17,20:11:33,2017-11-07
366,30,30,0,2,2,T16,20:38:14,2017-11-07
367,117,117,0,1,2,T11,20:42:29,2017-11-07
368,96,96,0,1,2,T13,20:42:44,2017-11-07
369,25,25,0,7,2,T15,20:42:51,2017-11-07
370,48,48,0,7,2,T6,20:46:41,2017-11-07
371,27,27,0,3,3,T13,08:00:42,2017-11-08
372,90,90,0,2,3,T14,08:00:56,2017-11-08
373,122,122,0,3,3,T11,08:03:55,2017-11-08
374,100,100,0,1,3,T2,08:10:10,2017-11-08
375,18,18,0,2,3,T9,08:13:07,2017-11-08
376,120,120,0,3,3,T6,08:13:12,2017-11-08
377,54,54,0,8,3,T7,08:14:06,2017-11-08
378,24,24,0,1,3,T11,08:14:47,2017-11-08
379,32,32,0,8,3,T7,08:22:11,2017-11-08
380,41,41,0,3,3,T15,08:22:53,2017-11-08
381,112,112,0,1,3,T11,08:34:26,2017-11-08
382,52,52,0,1,3,T13,08:37:34,2017-11-08
383,39,39,0,7,3,T1,08:38:29,2017-11-08
384,56,56,0,8,3,T6,08:42:05,2017-11-08
385,148,148,0,7,3,T2,08:42:12,2017-11-08
386,130,130,0,3,3,T1,08:50:55,2017-11-08
387,25,25,0,2,3,T12,08:53:12,2017-11-08
388,16,16,0,1,3,T15,08:53:51,2017-11-08
389,37,37,0,1,3,T20,08:57:45,2017-11-08
390,70,70,0,2,3,T6,08:59:04,2017-11-08
391,32,32,0,3,3,T20,09:02:03,2017-11-08
392,20,20,0,1,3,T19,09:04:24,2017-11-08
393,58,58,0,2,3,T2,09:04:32,2017-11-08
394,48,48,0,2,3,T3,09:06:07,2017-11-08
395,42,42,0,3,3,T3,09:11:20,2017-11-08
396,42,42,0,2,3,T1,09:11:38,2017-11-08
397,34,34,0,7,3,T4,09:12:57,2017-11-08
398,180,180,0,3,3,T4,09:19:02,2017-11-08
399,49,49,0,3,3,T10,09:20:19,2017-11-08
400,30,30,0,7,3,T14,09:21:19,2017-11-08
401,46,46,0,3,3,T8,09:21:26,2017-11-08
402,10,10,0,2,3,T4,09:23:10,2017-11-08
403,83,83,0,1,3,T4,09:26:02,2017-11-08
404,18,18,0,2,3,T8,09:28:39,2017-11-08
405,108,108,0,1,3,T6,09:31:16,2017-11-08
406,44,44,0,8,3,T19,09:37:47,2017-11-08
407,135,135,0,8,3,T11,09:38:27,2017-11-08
408,20,20,0,1,3,T20,09:39:48,2017-11-08
409,15,15,0,3,3,T10,09:41:37,2017-11-08
410,22,22,0,3,3,T17,09:42:03,2017-11-08
411,46,46,0,1,3,T2,09:42:38,2017-11-08
412,45,45,0,2,3,T14,09:43:43,2017-11-08
413,51,51,0,7,3,T15,09:48:21,2017-11-08
414,25,25,0,7,3,T18,09:52:00,2017-11-08
415,90,90,0,1,3,T4,09:58:05,2017-11-08
416,34,34,0,1,3,T17,10:02:39,2017-11-08
417,10,10,0,1,3,T13,10:03:34,2017-11-08
418,60,60,0,1,3,T16,10:05:12,2017-11-08
419,75,75,0,2,3,T3,10:05:23,2017-11-08
420,15,15,0,7,3,T20,10:07:00,2017-11-08
421,20,20,0,1,3,T13,10:07:41,2017-11-08
422,45,45,0,3,3,T7,10:13:06,2017-11-08
423,25,25,0,2,3,T14,10:19:08,2017-11-08
424,115,115,0,8,3,T15,10:21:12,2017-11-08
425,140,140,0,3,3,T13,10:21:25,2017-11-08
426,62,62,0,3,3,T7,10:25:08,2017-11-08
427,130,130,0,8,3,T4,10:27:38,2017-11-08
428,12,12,0,3,3,T13,10:28:38,2017-11-08
429,140,140,0,7,3,T20,10:28:40,2017-11-08
430,25,25,0,2,3,T18,10:29:26,2017-11-08
431,72,72,0,2,3,T8,10:29:47,2017-11-08
432,12,12,0,2,3,T11,10:35:32,2017-11-08
433,75,75,0,2,3,T13,10:38:25,2017-11-08
434,200,200,0,2,3,T9,10:39:45,2017-11-08
435,150,150,0,3,3,T8,10:43:55,2017-11-08
436,24,24,0,8,3,T1,10:44:53,2017-11-08
437,10,10,0,7,3,T19,10:46:06,2017-11-08
438,88,88,0,1,3,T3,10:47:32,2017-11-08
439,60,60,0,1,3,T17,10:50:18,2017-11-08
440,51,51,0,3,3,T16,10:51:56,2017-11-08
441,40,40,0,2,3,T9,10:54:39,2017-11-08
442,22,22,0,8,3,T4,11:00:47,2017-11-08
443,52,52,0,2,3,T7,11:04:38,2017-11-08
444,37,37,0,7,3,T7,11:05:32,2017-11-08
445,12,12,0,7,3,T7,11:13:47,2017-11-08
446,97,97,0,3,3,T19,11:15:53,2017-11-08
447,20,20,0,7,3,T19,11:17:42,2017-11-08
448,104,104,0,8,3,T1,11:24:02,2017-11-08
449,15,15,0,8,3,T13,11:27:33,2017-11-08
450,18,18,0,3,3,T2,11:33:06,2017-11-08
451,20,20,0,2,3,T17,11:34:48,2017-11-08
452,40,40,0,3,3,T19,11:35:08,2017-11-08
453,170,170,0,1,3,T12,11:36:25,2017-11-08
454,37,37,0,2,3,T12,11:41:42,2017-11-08
455,12,12,0,8,3,T17,11:42:05,2017-11-08
456,98,98,0,8,3,T3,11:45:25,2017-11-08
457,16,16,0,7,3,T1,11:46:28,2017-11-08
458,90,90,0,1,3,T13,11:50:32,2017-11-08
459,22,22,0,1,3,T15,11:50:51,2017-11-08
460,15,15,0,1,3,T8,11:58:08,2017-11-08
461,70,70,0,3,3,T18,11:58:37,2017-11-08
462,94,94,0,8,3,T15,11:59:17,2017-11-08
463,32,32,0,7,3,T5,11:59:42,2017-11-08
464,118,118,0,3,3,T11,12:05:30,2017-11-08
465,20,20,0,2,3,T1,12:07:04,2017-11-08
466,18,18,0,1,3,T7,12:10:21,2017-11-08
467,15,15,0,7,3,T3,12:12:45,2017-11-08
468,28,28,0,2,3,T1,12:14:12,2017-11-08
469,48,48,0,2,3,T4,12:16:19,2017-11-08
470,45,45,0,1,3,T15,12:16:56,2017-11-08
471,53,53,0,7,3,T11,12:22:39,2017-11-08
472,38,38,0,3,3,T19,12:23:35,2017-11-08
473,82,82,0,8,3,T8,12:25:47,2017-11-08
474,25,25,0,1,3,T17,12:26:37,2017-11-08
475,90,90,0,2,3,T2,12:27:11,2017-11-08
476,26,26,0,1,3,T5,12:29:00,2017-11-08
477,10,10,0,2,3,T6,12:31:09,2017-11-08
478,88,88,0,1,3,T14,12:33:56,2017-11-08
479,190,190,0,3,3,T14,12:41:46,2017-11-08
480,30,30,0,8,3,T15,12:47:37,2017-11-08
481,190,190,0,2,3,T12,12:48:00,2017-11-08
482,37,37,0,7,3,T6,12:50:20,2017-11-08
483,15,15,0,3,3,T12,12:52:46,2017-11-08
484,35,35,0,7,3,T11,12:54:52,2017-11-08
485,140,140,0,7,3,T5,12:56:23,2017-11-08
486,12,12,0,7,3,T15,12:57:02,2017-11-08
487,60,60,0,1,3,T13,12:57:16,2017-11-08
488,47,47,0,3,3,T4,12:59:30,2017-11-08
489,15,15,0,7,3,T4,13:05:26,2017-11-08
490,44,44,0,1,3,T18,13:05:53,2017-11-08
491,75,75,0,1,3,T4,13:06:14,2017-11-08
492,25,25,0,2,3,T11,13:07:10,2017-11-08
493,120,120,0,8,3,T14,13:09:36,2017-11-08
494,112,112,0,7,3,T7,13:12:05,2017-11-08
495,74,74,0,8,3,T2,13:12:13,2017-11-08
496,24,24,0,1,3,T20,13:21:49,2017-11-08
497,40,40,0,7,3,T13,13:22:04,2017-11-08
